coordinates,name,description,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,severitytext,source,iso3,eventtype,GDACS ID,Name,Countries,Start Date,Duration,Impact
"[-71.129, 8.801]","Drought in Colombia, Venezuela","Drought in Colombia, Venezuela","Green Drought in Colombia, Venezuela from: 21 Oct 2019  to: 15 Jul 2020 .",Green,1,Green,0.75,"Colombia, Venezuela",2019-10-21T00:00:00,2020-07-15T13:57:00,469453.0,Minor impact for agricultural drought in 469453 km2,GDO,COL,DR,DR 1013704, Venezuela-Colombia-2019,"Colombia, Venezuela",End of Oct 2019 ,254 days (at 10 Jul 2020),Minor impact for agricultural drought in 469453 km2
"[40.551, 45.744]","Drought in Russia, Ukraine","Drought in Russia, Ukraine","Green Drought in Russia, Ukraine from: 21 Oct 2019  to: 12 Jun 2020 .",Green,1,Green,0.5,"Russia, Ukraine",2019-10-21T00:00:00,2020-06-12T17:47:00,67340.0,Minor impact for agricultural drought in 67340 km2,GDO,RUS,DR,DR 1013691, Black Sea area-2019,"Russia, Ukraine",End of Oct 2019 ,224 days (at 10 Jun 2020),Minor impact for agricultural drought in 67340 km2
"[175.629, -38.398]",Drought in New Zealand,Drought in New Zealand,Green Drought in New Zealand from: 21 Nov 2019  to: 02 Jun 2020 .,Green,1,Green,0.5,New Zealand,2019-11-21T00:00:00,2020-06-02T16:37:00,83032.0,Minor impact for agricultural drought in 83032 km2,GDO,NZL,DR,DR 1013857, New Zealand-2020,New Zealand,End of Nov 2019 ,172 days (at 20 May 2020),Minor impact for agricultural drought in 83032 km2
"[-8.371, 31.227]",Drought in Morocco,Drought in Morocco,Green Drought in Morocco from: 21 Dec 2019  to: 11 May 2020 .,Green,1,Green,0.5,Morocco,2019-12-21T00:00:00,2020-05-11T14:47:00,97241.0,Minor impact for agricultural drought in 97241 km2,GDO,MAR,DR,DR 1013818, Morocco-2020,Morocco,End of Dec 2019 ,132 days (at 10 May 2020),Minor impact for agricultural drought in 97241 km2
"[16.854, 40.133]",Drought in Italy,Drought in Italy,Green Drought in Italy from: 21 Jan 2020  to: 23 Apr 2020 .,Green,1,Green,0.25,Italy,2020-01-21T00:00:00,2020-04-23T10:47:00,23443.0,Minor impact for agricultural drought in 23443 km2,GDO,ITA,DR,DR 1013889, Southern Italy-2020,Italy,End of Jan 2020 ,81 days (at 20 Apr 2020),Minor impact for agricultural drought in 23443 km2
"[27.454, 44.787]","Drought in Bulgaria, Moldova, Romania, Türkiye, Ukraine","Drought in Bulgaria, Moldova, Romania, Türkiye, Ukraine","Green Drought in Bulgaria, Moldova, Romania, Türkiye, Ukraine from: 21 Jun 2019  to: 06 Apr 2020 .",Green,1,Green,0.5,"Bulgaria, Moldova, Romania, Türkiye, Ukraine",2019-06-21T00:00:00,2020-04-06T13:17:00,26350.0,Minor impact for agricultural drought in 26350 km2,GDO,BGR,DR,DR 1013280, Western Black Sea coast-2019,"Bulgaria, Moldova, Romania, Türkiye, Ukraine",End of Jun 2019 ,264 days (at 20 Mar 2020),Minor impact for agricultural drought in 26350 km2
"[26.836, -19.807]","Drought in Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe","Drought in Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe","Red Drought in Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe from: 21 Oct 2018  to: 24 Mar 2020 .",Red,3,Red,2.0,"Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe",2018-10-21T00:00:00,2020-03-24T16:37:00,150282.0,Severe impact for agricultural drought in 150282 km2,GDO,AGO,DR,DR 1012728, Zambezi Basin-2018,"Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe",End of Oct 2018 ,497 days (at 10 Mar 2020),Severe impact for agricultural drought in 150282 km2
"[-87.068, 15.357]","Drought in Belize, Guatemala, Honduras, Mexico, Nicaragua","Drought in Belize, Guatemala, Honduras, Mexico, Nicaragua","Orange Drought in Belize, Guatemala, Honduras, Mexico, Nicaragua from: 21 Sep 2018  to: 03 Mar 2020 .",Orange,2,Orange,1.5,"Belize, Guatemala, Honduras, Mexico, Nicaragua",2018-09-21T00:00:00,2020-03-03T14:37:00,113247.0,Medium impact for agricultural drought in 113247 km2,GDO,BLZ,DR,DR 1012649, Central America-2019,"Belize, Guatemala, Honduras, Mexico, Nicaragua",End of Sep 2018 ,508 days (at 20 Feb 2020),Medium impact for agricultural drought in 113247 km2
"[149.759, -29.708]",Drought in Australia,Drought in Australia,Orange Drought in Australia from: 21 Jun 2019  to: 03 Mar 2020 .,Orange,2,Orange,1.25,Australia,2019-06-21T00:00:00,2020-03-03T14:37:00,520141.0,Medium impact for agricultural drought in 520141 km2,GDO,AUS,DR,DR 1013281, Eastern Australia-2019,Australia,End of Jun 2019 ,235 days (at 20 Feb 2020),Medium impact for agricultural drought in 520141 km2
"[118.002, -32.238]",Drought in Australia,Drought in Australia,Green Drought in Australia from: 21 Sep 2019  to: 03 Mar 2020 .,Green,1,Green,0.5,Australia,2019-09-21T00:00:00,2020-03-03T14:37:00,112811.0,Minor impact for agricultural drought in 112811 km2,GDO,AUS,DR,DR 1013588, Western Australia-2019,Australia,End of Sep 2019 ,143 days (at 20 Feb 2020),Minor impact for agricultural drought in 112811 km2
"[-111.5, 47.995]","Drought in Canada, United States","Drought in Canada, United States","Green Drought in Canada, United States from: 21 Feb 2020  to: 09 Feb 2022 .",Green,1,Green,0.25,"Canada, United States",2020-02-21T00:00:00,2022-02-09T00:00:00,16594.0,Minor impact for agricultural drought in 16594 km2,GDO,CAN,DR,DR 1014320,Southern Canada and Northern USA-2021,"Canada, United States",End of Feb 2020 ,690 days (at 20 Jan 2022),Minor impact for agricultural drought in 16594 km2
"[-63.669, -30.702]",Drought in Argentina,Drought in Argentina,Orange Drought in Argentina from: 21 Jun 2019  to: 30 Dec 2020 .,Orange,2,Orange,1.25,Argentina,2019-06-21T00:00:00,2020-12-30T00:00:00,84846.0,Medium impact for agricultural drought in 84846 km2,GDO,ARG,DR,DR 1013282, North Argentina-2019,Argentina,End of Jun 2019 ,549 days (at 30 Dec 2020),Medium impact for agricultural drought in 84846 km2
"[103.562, 16.104]","Drought in Cambodia, Laos, Myanmar, Thailand, Vietnam","Drought in Cambodia, Laos, Myanmar, Thailand, Vietnam","Green Drought in Cambodia, Laos, Myanmar, Thailand, Vietnam from: 21 Nov 2018  to: 20 Oct 2020 .",Green,1,Green,0.75,"Cambodia, Laos, Myanmar, Thailand, Vietnam",2018-11-21T00:00:00,2020-10-20T00:00:00,206060.0,Minor impact for agricultural drought in 206060 km2,GDO,KHM,DR,DR 1012806, Mainland Southeast Asia-2019,"Cambodia, Laos, Myanmar, Thailand, Vietnam",End of Nov 2018 ,690 days (at 20 Oct 2020),Minor impact for agricultural drought in 206060 km2
"[-61.314, -10.415]","Drought in Bolivia, Brazil","Drought in Bolivia, Brazil","Orange Drought in Bolivia, Brazil from: 21 Dec 2018  to: 10 Aug 2020 .",Orange,2,Orange,1.25,"Bolivia, Brazil",2018-12-21T00:00:00,2020-08-10T15:27:00,133215.0,Medium impact for agricultural drought in 133215 km2,GDO,BOL,DR,DR 1012926, Rondonia - Mato Grosso (Brazil)-2019,"Bolivia, Brazil",End of Dec 2018 ,589 days (at 10 Aug 2020),Medium impact for agricultural drought in 133215 km2
"[-71.129, 8.801]","Drought in Colombia, Venezuela","Drought in Colombia, Venezuela","Green Drought in Colombia, Venezuela from: 21 Oct 2019  to: 15 Jul 2020 .",Green,1,Green,0.75,"Colombia, Venezuela",2019-10-21T00:00:00,2020-07-15T13:57:00,469453.0,Minor impact for agricultural drought in 469453 km2,GDO,COL,DR,DR 1013704, Venezuela-Colombia-2019,"Colombia, Venezuela",End of Oct 2019 ,254 days (at 10 Jul 2020),Minor impact for agricultural drought in 469453 km2
"[-70.774, 19.034]","Drought in Dominican Republic, Haiti","Drought in Dominican Republic, Haiti","Orange Drought in Dominican Republic, Haiti from: 21 Feb 2020  to: 15 Jul 2020 .",Orange,2,Orange,1.5,"Dominican Republic, Haiti",2020-02-21T00:00:00,2020-07-15T13:57:00,41438.0,Medium impact for agricultural drought in 41438 km2,GDO,DOM,DR,DR 1014018, Hispaniola-2020,"Dominican Republic, Haiti",End of Feb 2020 ,131 days (at 10 Jul 2020),Medium impact for agricultural drought in 41438 km2
"[44.993, -19.913]",Drought in Madagascar,Drought in Madagascar,Orange Drought in Madagascar from: 21 Feb 2020  to: 22 Jun 2020 .,Orange,2,Orange,1.5,Madagascar,2020-02-21T00:00:00,2020-06-22T10:57:00,142895.0,Medium impact for agricultural drought in 142895 km2,GDO,MDG,DR,DR 1013930, Madagascar-2020,Madagascar,End of Feb 2020 ,111 days (at 20 Jun 2020),Medium impact for agricultural drought in 142895 km2
"[40.551, 45.744]","Drought in Russia, Ukraine","Drought in Russia, Ukraine","Green Drought in Russia, Ukraine from: 21 Oct 2019  to: 12 Jun 2020 .",Green,1,Green,0.5,"Russia, Ukraine",2019-10-21T00:00:00,2020-06-12T17:47:00,67340.0,Minor impact for agricultural drought in 67340 km2,GDO,RUS,DR,DR 1013691, Black Sea area-2019,"Russia, Ukraine",End of Oct 2019 ,224 days (at 10 Jun 2020),Minor impact for agricultural drought in 67340 km2
"[175.629, -38.398]",Drought in New Zealand,Drought in New Zealand,Green Drought in New Zealand from: 21 Nov 2019  to: 02 Jun 2020 .,Green,1,Green,0.5,New Zealand,2019-11-21T00:00:00,2020-06-02T16:37:00,83032.0,Minor impact for agricultural drought in 83032 km2,GDO,NZL,DR,DR 1013857, New Zealand-2020,New Zealand,End of Nov 2019 ,172 days (at 20 May 2020),Minor impact for agricultural drought in 83032 km2
"[-77.673, -7.912]",Drought in Peru,Drought in Peru,Green Drought in Peru from: 21 Feb 2020  to: 02 Jun 2020 .,Green,1,Green,0.5,Peru,2020-02-21T00:00:00,2020-06-02T16:37:00,76315.0,Minor impact for agricultural drought in 76315 km2,GDO,PER,DR,DR 1013922, Peru-2020,Peru,End of Feb 2020 ,80 days (at 20 May 2020),Minor impact for agricultural drought in 76315 km2
"[-89.626, 18.738]","Drought in Belize, Guatemala, Mexico","Drought in Belize, Guatemala, Mexico","Green Drought in Belize, Guatemala, Mexico from: 21 Feb 2020  to: 02 Jun 2020 .",Green,1,Green,0.5,"Belize, Guatemala, Mexico",2020-02-21T00:00:00,2020-06-02T16:37:00,89573.0,Minor impact for agricultural drought in 89573 km2,GDO,BLZ,DR,DR 1014020, Yucatan-2020,"Belize, Guatemala, Mexico",End of Feb 2020 ,80 days (at 20 May 2020),Minor impact for agricultural drought in 89573 km2
"[-8.371, 31.227]",Drought in Morocco,Drought in Morocco,Green Drought in Morocco from: 21 Dec 2019  to: 11 May 2020 .,Green,1,Green,0.5,Morocco,2019-12-21T00:00:00,2020-05-11T14:47:00,97241.0,Minor impact for agricultural drought in 97241 km2,GDO,MAR,DR,DR 1013818, Morocco-2020,Morocco,End of Dec 2019 ,132 days (at 10 May 2020),Minor impact for agricultural drought in 97241 km2
"[16.854, 40.133]",Drought in Italy,Drought in Italy,Green Drought in Italy from: 21 Jan 2020  to: 23 Apr 2020 .,Green,1,Green,0.25,Italy,2020-01-21T00:00:00,2020-04-23T10:47:00,23443.0,Minor impact for agricultural drought in 23443 km2,GDO,ITA,DR,DR 1013889, Southern Italy-2020,Italy,End of Jan 2020 ,81 days (at 20 Apr 2020),Minor impact for agricultural drought in 23443 km2
"[34.367, -22.187]",Drought in Mozambique,Drought in Mozambique,Orange Drought in Mozambique from: 21 Feb 2020  to: 23 Apr 2020 .,Orange,2,Orange,1.5,Mozambique,2020-02-21T00:00:00,2020-04-23T10:47:00,42220.0,Medium impact for agricultural drought in 42220 km2,GDO,MOZ,DR,DR 1014012, Mozambique-2020,Mozambique,End of Feb 2020 ,50 days (at 20 Apr 2020),Medium impact for agricultural drought in 42220 km2
"[27.454, 44.787]","Drought in Bulgaria, Moldova, Romania, Türkiye, Ukraine","Drought in Bulgaria, Moldova, Romania, Türkiye, Ukraine","Green Drought in Bulgaria, Moldova, Romania, Türkiye, Ukraine from: 21 Jun 2019  to: 06 Apr 2020 .",Green,1,Green,0.5,"Bulgaria, Moldova, Romania, Türkiye, Ukraine",2019-06-21T00:00:00,2020-04-06T13:17:00,26350.0,Minor impact for agricultural drought in 26350 km2,GDO,BGR,DR,DR 1013280, Western Black Sea coast-2019,"Bulgaria, Moldova, Romania, Türkiye, Ukraine",End of Jun 2019 ,264 days (at 20 Mar 2020),Minor impact for agricultural drought in 26350 km2
"[26.836, -19.807]","Drought in Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe","Drought in Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe","Red Drought in Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe from: 21 Oct 2018  to: 24 Mar 2020 .",Red,3,Red,2.0,"Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe",2018-10-21T00:00:00,2020-03-24T16:37:00,150282.0,Severe impact for agricultural drought in 150282 km2,GDO,AGO,DR,DR 1012728, Zambezi Basin-2018,"Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe",End of Oct 2018 ,497 days (at 10 Mar 2020),Severe impact for agricultural drought in 150282 km2
"[-87.068, 15.357]","Drought in Belize, Guatemala, Honduras, Mexico, Nicaragua","Drought in Belize, Guatemala, Honduras, Mexico, Nicaragua","Orange Drought in Belize, Guatemala, Honduras, Mexico, Nicaragua from: 21 Sep 2018  to: 03 Mar 2020 .",Orange,2,Orange,1.5,"Belize, Guatemala, Honduras, Mexico, Nicaragua",2018-09-21T00:00:00,2020-03-03T14:37:00,113247.0,Medium impact for agricultural drought in 113247 km2,GDO,BLZ,DR,DR 1012649, Central America-2019,"Belize, Guatemala, Honduras, Mexico, Nicaragua",End of Sep 2018 ,508 days (at 20 Feb 2020),Medium impact for agricultural drought in 113247 km2
"[118.002, -32.238]",Drought in Australia,Drought in Australia,Green Drought in Australia from: 21 Sep 2019  to: 03 Mar 2020 .,Green,1,Green,0.5,Australia,2019-09-21T00:00:00,2020-03-03T14:37:00,112811.0,Minor impact for agricultural drought in 112811 km2,GDO,AUS,DR,DR 1013588, Western Australia-2019,Australia,End of Sep 2019 ,143 days (at 20 Feb 2020),Minor impact for agricultural drought in 112811 km2
"[149.759, -29.708]",Drought in Australia,Drought in Australia,Orange Drought in Australia from: 21 Jun 2019  to: 03 Mar 2020 .,Orange,2,Orange,1.25,Australia,2019-06-21T00:00:00,2020-03-03T14:37:00,520141.0,Medium impact for agricultural drought in 520141 km2,GDO,AUS,DR,DR 1013281, Eastern Australia-2019,Australia,End of Jun 2019 ,235 days (at 20 Feb 2020),Medium impact for agricultural drought in 520141 km2
"[-111.5, 47.995]","Drought in Canada, United States","Drought in Canada, United States","Green Drought in Canada, United States from: 21 Feb 2020  to: 09 Feb 2022 .",Green,1,Green,0.25,"Canada, United States",2020-02-21T00:00:00,2022-02-09T00:00:00,16594.0,Minor impact for agricultural drought in 16594 km2,GDO,CAN,DR,DR 1014320,Southern Canada and Northern USA-2021,"Canada, United States",End of Feb 2020 ,690 days (at 20 Jan 2022),Minor impact for agricultural drought in 16594 km2
"[39.865, -14.51]",Drought in Mozambique,Drought in Mozambique,Green Drought in Mozambique from: 21 Mar 2020  to: 30 Apr 2021 .,Green,1,Green,0.5,Mozambique,2020-03-21T00:00:00,2021-04-30T00:00:00,20566.0,Minor impact for agricultural drought in 20566 km2,GDO,MOZ,DR,DR 1013981, North Mozambique-2020,Mozambique,End of Mar 2020 ,396 days (at 20 May 2021),Minor impact for agricultural drought in 20566 km2
"[-63.669, -30.702]",Drought in Argentina,Drought in Argentina,Orange Drought in Argentina from: 21 Jun 2019  to: 30 Dec 2020 .,Orange,2,Orange,1.25,Argentina,2019-06-21T00:00:00,2020-12-30T00:00:00,84846.0,Medium impact for agricultural drought in 84846 km2,GDO,ARG,DR,DR 1013282, North Argentina-2019,Argentina,End of Jun 2019 ,549 days (at 30 Dec 2020),Medium impact for agricultural drought in 84846 km2
"[121.5, -30.5]",Drought in Australia,Drought in Australia,Green Drought in Australia from: 11 Mar 2020  to: 20 Nov 2020 .,Green,1,Green,0.5,Australia,2020-03-11T00:00:00,2020-11-20T00:00:00,93955.0,Minor impact for agricultural drought in 93955 km2,GDO,AUS,DR,DR 1013971, Western Australia-2020,Australia,Middle of Mar 2020 ,245 days (at 20 Nov 2020),Minor impact for agricultural drought in 93955 km2
"[5.047, 48.259]","Drought in Belgium, Switzerland, Germany, France, Luxembourg, Netherlands","Drought in Belgium, Switzerland, Germany, France, Luxembourg, Netherlands","Green Drought in Belgium, Switzerland, Germany, France, Luxembourg, Netherlands from: 21 Mar 2020  to: 20 Oct 2020 .",Green,1,Green,0.5,"Belgium, Switzerland, Germany, France, Luxembourg, Netherlands",2020-03-21T00:00:00,2020-10-20T00:00:00,362827.0,Minor impact for agricultural drought in 362827 km2,GDO,BEL,DR,DR 1014038, Central-Western Europe-2020,"Belgium, Switzerland, Germany, France, Luxembourg, Netherlands",End of Mar 2020 ,204 days (at 20 Oct 2020),Minor impact for agricultural drought in 362827 km2
"[103.562, 16.104]","Drought in Cambodia, Laos, Myanmar, Thailand, Vietnam","Drought in Cambodia, Laos, Myanmar, Thailand, Vietnam","Green Drought in Cambodia, Laos, Myanmar, Thailand, Vietnam from: 21 Nov 2018  to: 20 Oct 2020 .",Green,1,Green,0.75,"Cambodia, Laos, Myanmar, Thailand, Vietnam",2018-11-21T00:00:00,2020-10-20T00:00:00,206060.0,Minor impact for agricultural drought in 206060 km2,GDO,KHM,DR,DR 1012806, Mainland Southeast Asia-2019,"Cambodia, Laos, Myanmar, Thailand, Vietnam",End of Nov 2018 ,690 days (at 20 Oct 2020),Minor impact for agricultural drought in 206060 km2
"[24.396, -31.893]","Drought in Lesotho, South Africa","Drought in Lesotho, South Africa","Orange Drought in Lesotho, South Africa from: 21 Mar 2020  to: 05 Oct 2020 .",Orange,2,Orange,1.25,"Lesotho, South Africa",2020-03-21T00:00:00,2020-10-05T09:27:00,146335.0,Medium impact for agricultural drought in 146335 km2,GDO,LSO,DR,DR 1014000, South Africa - Lesotho-2020,"Lesotho, South Africa",End of Mar 2020 ,174 days (at 20 Sep 2020),Medium impact for agricultural drought in 146335 km2
"[-61.314, -10.415]","Drought in Bolivia, Brazil","Drought in Bolivia, Brazil","Orange Drought in Bolivia, Brazil from: 21 Dec 2018  to: 10 Aug 2020 .",Orange,2,Orange,1.25,"Bolivia, Brazil",2018-12-21T00:00:00,2020-08-10T15:27:00,133215.0,Medium impact for agricultural drought in 133215 km2,GDO,BOL,DR,DR 1012926, Rondonia - Mato Grosso (Brazil)-2019,"Bolivia, Brazil",End of Dec 2018 ,589 days (at 10 Aug 2020),Medium impact for agricultural drought in 133215 km2
"[-70.774, 19.034]","Drought in Dominican Republic, Haiti","Drought in Dominican Republic, Haiti","Orange Drought in Dominican Republic, Haiti from: 21 Feb 2020  to: 15 Jul 2020 .",Orange,2,Orange,1.5,"Dominican Republic, Haiti",2020-02-21T00:00:00,2020-07-15T13:57:00,41438.0,Medium impact for agricultural drought in 41438 km2,GDO,DOM,DR,DR 1014018, Hispaniola-2020,"Dominican Republic, Haiti",End of Feb 2020 ,131 days (at 10 Jul 2020),Medium impact for agricultural drought in 41438 km2
"[-71.129, 8.801]","Drought in Colombia, Venezuela","Drought in Colombia, Venezuela","Green Drought in Colombia, Venezuela from: 21 Oct 2019  to: 15 Jul 2020 .",Green,1,Green,0.75,"Colombia, Venezuela",2019-10-21T00:00:00,2020-07-15T13:57:00,469453.0,Minor impact for agricultural drought in 469453 km2,GDO,COL,DR,DR 1013704, Venezuela-Colombia-2019,"Colombia, Venezuela",End of Oct 2019 ,254 days (at 10 Jul 2020),Minor impact for agricultural drought in 469453 km2
"[44.993, -19.913]",Drought in Madagascar,Drought in Madagascar,Orange Drought in Madagascar from: 21 Feb 2020  to: 22 Jun 2020 .,Orange,2,Orange,1.5,Madagascar,2020-02-21T00:00:00,2020-06-22T10:57:00,142895.0,Medium impact for agricultural drought in 142895 km2,GDO,MDG,DR,DR 1013930, Madagascar-2020,Madagascar,End of Feb 2020 ,111 days (at 20 Jun 2020),Medium impact for agricultural drought in 142895 km2
"[40.551, 45.744]","Drought in Russia, Ukraine","Drought in Russia, Ukraine","Green Drought in Russia, Ukraine from: 21 Oct 2019  to: 12 Jun 2020 .",Green,1,Green,0.5,"Russia, Ukraine",2019-10-21T00:00:00,2020-06-12T17:47:00,67340.0,Minor impact for agricultural drought in 67340 km2,GDO,RUS,DR,DR 1013691, Black Sea area-2019,"Russia, Ukraine",End of Oct 2019 ,224 days (at 10 Jun 2020),Minor impact for agricultural drought in 67340 km2
"[-3.594, 53.335]","Drought in Ireland, , ","Drought in Ireland, , ","Green Drought in Ireland, , from: 21 Mar 2020  to: 12 Jun 2020 .",Green,1,Green,0.75,"Ireland, , ",2020-03-21T00:00:00,2020-06-12T17:47:00,255429.0,Minor impact for agricultural drought in 255429 km2,GDO,IRL,DR,DR 1014048, Ireland and UK-2020,"Ireland, , ",End of Mar 2020 ,72 days (at 10 Jun 2020),Minor impact for agricultural drought in 255429 km2
"[-89.626, 18.738]","Drought in Belize, Guatemala, Mexico","Drought in Belize, Guatemala, Mexico","Green Drought in Belize, Guatemala, Mexico from: 21 Feb 2020  to: 02 Jun 2020 .",Green,1,Green,0.5,"Belize, Guatemala, Mexico",2020-02-21T00:00:00,2020-06-02T16:37:00,89573.0,Minor impact for agricultural drought in 89573 km2,GDO,BLZ,DR,DR 1014020, Yucatan-2020,"Belize, Guatemala, Mexico",End of Feb 2020 ,80 days (at 20 May 2020),Minor impact for agricultural drought in 89573 km2
"[80.832, 7.704]",Drought in Sri Lanka,Drought in Sri Lanka,Green Drought in Sri Lanka from: 21 Mar 2020  to: 02 Jun 2020 .,Green,1,Green,0.5,Sri Lanka,2020-03-21T00:00:00,2020-06-02T16:37:00,46233.0,Minor impact for agricultural drought in 46233 km2,GDO,LKA,DR,DR 1013998, Sri Lanka-2020,Sri Lanka,End of Mar 2020 ,51 days (at 20 May 2020),Minor impact for agricultural drought in 46233 km2
"[-77.673, -7.912]",Drought in Peru,Drought in Peru,Green Drought in Peru from: 21 Feb 2020  to: 02 Jun 2020 .,Green,1,Green,0.5,Peru,2020-02-21T00:00:00,2020-06-02T16:37:00,76315.0,Minor impact for agricultural drought in 76315 km2,GDO,PER,DR,DR 1013922, Peru-2020,Peru,End of Feb 2020 ,80 days (at 20 May 2020),Minor impact for agricultural drought in 76315 km2
"[175.629, -38.398]",Drought in New Zealand,Drought in New Zealand,Green Drought in New Zealand from: 21 Nov 2019  to: 02 Jun 2020 .,Green,1,Green,0.5,New Zealand,2019-11-21T00:00:00,2020-06-02T16:37:00,83032.0,Minor impact for agricultural drought in 83032 km2,GDO,NZL,DR,DR 1013857, New Zealand-2020,New Zealand,End of Nov 2019 ,172 days (at 20 May 2020),Minor impact for agricultural drought in 83032 km2
"[-8.371, 31.227]",Drought in Morocco,Drought in Morocco,Green Drought in Morocco from: 21 Dec 2019  to: 11 May 2020 .,Green,1,Green,0.5,Morocco,2019-12-21T00:00:00,2020-05-11T14:47:00,97241.0,Minor impact for agricultural drought in 97241 km2,GDO,MAR,DR,DR 1013818, Morocco-2020,Morocco,End of Dec 2019 ,132 days (at 10 May 2020),Minor impact for agricultural drought in 97241 km2
"[16.854, 40.133]",Drought in Italy,Drought in Italy,Green Drought in Italy from: 21 Jan 2020  to: 23 Apr 2020 .,Green,1,Green,0.25,Italy,2020-01-21T00:00:00,2020-04-23T10:47:00,23443.0,Minor impact for agricultural drought in 23443 km2,GDO,ITA,DR,DR 1013889, Southern Italy-2020,Italy,End of Jan 2020 ,81 days (at 20 Apr 2020),Minor impact for agricultural drought in 23443 km2
"[34.367, -22.187]",Drought in Mozambique,Drought in Mozambique,Orange Drought in Mozambique from: 21 Feb 2020  to: 23 Apr 2020 .,Orange,2,Orange,1.5,Mozambique,2020-02-21T00:00:00,2020-04-23T10:47:00,42220.0,Medium impact for agricultural drought in 42220 km2,GDO,MOZ,DR,DR 1014012, Mozambique-2020,Mozambique,End of Feb 2020 ,50 days (at 20 Apr 2020),Medium impact for agricultural drought in 42220 km2
"[27.454, 44.787]","Drought in Bulgaria, Moldova, Romania, Türkiye, Ukraine","Drought in Bulgaria, Moldova, Romania, Türkiye, Ukraine","Green Drought in Bulgaria, Moldova, Romania, Türkiye, Ukraine from: 21 Jun 2019  to: 06 Apr 2020 .",Green,1,Green,0.5,"Bulgaria, Moldova, Romania, Türkiye, Ukraine",2019-06-21T00:00:00,2020-04-06T13:17:00,26350.0,Minor impact for agricultural drought in 26350 km2,GDO,BGR,DR,DR 1013280, Western Black Sea coast-2019,"Bulgaria, Moldova, Romania, Türkiye, Ukraine",End of Jun 2019 ,264 days (at 20 Mar 2020),Minor impact for agricultural drought in 26350 km2
"[-111.5, 47.995]","Drought in Canada, United States","Drought in Canada, United States","Green Drought in Canada, United States from: 21 Feb 2020  to: 09 Feb 2022 .",Green,1,Green,0.25,"Canada, United States",2020-02-21T00:00:00,2022-02-09T00:00:00,16594.0,Minor impact for agricultural drought in 16594 km2,GDO,CAN,DR,DR 1014320,Southern Canada and Northern USA-2021,"Canada, United States",End of Feb 2020 ,690 days (at 20 Jan 2022),Minor impact for agricultural drought in 16594 km2
"[39.865, -14.51]",Drought in Mozambique,Drought in Mozambique,Green Drought in Mozambique from: 21 Mar 2020  to: 30 Apr 2021 .,Green,1,Green,0.5,Mozambique,2020-03-21T00:00:00,2021-04-30T00:00:00,20566.0,Minor impact for agricultural drought in 20566 km2,GDO,MOZ,DR,DR 1013981, North Mozambique-2020,Mozambique,End of Mar 2020 ,396 days (at 20 May 2021),Minor impact for agricultural drought in 20566 km2
"[-63.669, -30.702]",Drought in Argentina,Drought in Argentina,Orange Drought in Argentina from: 21 Jun 2019  to: 30 Dec 2020 .,Orange,2,Orange,1.25,Argentina,2019-06-21T00:00:00,2020-12-30T00:00:00,84846.0,Medium impact for agricultural drought in 84846 km2,GDO,ARG,DR,DR 1013282, North Argentina-2019,Argentina,End of Jun 2019 ,549 days (at 30 Dec 2020),Medium impact for agricultural drought in 84846 km2
"[121.5, -30.5]",Drought in Australia,Drought in Australia,Green Drought in Australia from: 11 Mar 2020  to: 20 Nov 2020 .,Green,1,Green,0.5,Australia,2020-03-11T00:00:00,2020-11-20T00:00:00,93955.0,Minor impact for agricultural drought in 93955 km2,GDO,AUS,DR,DR 1013971, Western Australia-2020,Australia,Middle of Mar 2020 ,245 days (at 20 Nov 2020),Minor impact for agricultural drought in 93955 km2
"[5.047, 48.259]","Drought in Belgium, Switzerland, Germany, France, Luxembourg, Netherlands","Drought in Belgium, Switzerland, Germany, France, Luxembourg, Netherlands","Green Drought in Belgium, Switzerland, Germany, France, Luxembourg, Netherlands from: 21 Mar 2020  to: 20 Oct 2020 .",Green,1,Green,0.5,"Belgium, Switzerland, Germany, France, Luxembourg, Netherlands",2020-03-21T00:00:00,2020-10-20T00:00:00,362827.0,Minor impact for agricultural drought in 362827 km2,GDO,BEL,DR,DR 1014038, Central-Western Europe-2020,"Belgium, Switzerland, Germany, France, Luxembourg, Netherlands",End of Mar 2020 ,204 days (at 20 Oct 2020),Minor impact for agricultural drought in 362827 km2
